ID,Original_Row,Question,Answer,Extraction_Method,Confidence,Question_Length,Answer_Length
873,2216,スキーンズ投手はピッチャーとしての気概みたいなものを感じるところはあった？,それはどのピッチャーもあるんじゃないかなと思いますけどね。もちろん気の強いピッチャー弱いピッチャーいると思いますけど、どのピッチャーももちろん抑えるために最善の球を投げてくるとは思うので、そこはどのピッチャーもメジャーリーグで投げている以上は変わらないと思います。Ａ．まあ毎年毎年いいピッチャーが出てきますし、バッターももちろんそうですけど、いい選手がどんどん入れ替わりで出てくるので、そのスピードというのははやいなというのは毎年感じますね。,question_mark_based,low,37,221
874,2224,スキーンズ投手は大谷選手の本拠地での初登板をスタンドで見ていた。若い選手のそういう話を聞くとどう感じるか。,ぜひ打席に立ってほしいなと思います。最新記事 RSS 福留孝介さんに聞く MLB2025年はここが面白い。2025シーズン開幕。MLBに挑む日本選手たち 大谷翔平語録 2025 大谷翔平語録2024 ～ポストシーズン編④～ 大谷翔平語録2024 ～ポストシーズン編③～ 一覧へ戻る NHK NHKについて ご意見・お問い合わせ プライバシーセンター プライバシーポリシー NHK一般サイト プライバシーノーティス （パーソナルデータの取り扱い） 放送番組と著作権 NHKインターネットサービス利用規約。大谷選手自身はリーグトップを独走する今シーズン27号ホームラン、さらに日本選手3人目となる大リーグ通算500打点を達成した。劇的なサヨナラ勝ちのあととは感じさせない、いつもどおりの落ち着いた口調で6分半ほど質問に答えた。〈アメリカメディア〉。,row_scan,high,53,372
875,2358,勝ち越しの打点をあげた打席はなにを考えていた？,もうヒットを打つことをまず考えてましたし、まあ甘い球ではなかったですけど、しっかりといい結果に結びつくヒットだったなと思います。,question_mark_based,low,23,64
876,2367,声をかけられたから？自分の判断？,いや、もう本当に、最初は入ってくれないかなというか、越えてくれないかなと思って見ていたので、バットをちょっと持ちすぎていたので、クレイトン（一塁コーチ）に「置いてけ」って感じで言われて、自分でそのあとに踏んだかどうかわからなかったので一応戻ったって感じですかね。Ａ．まあきのうもそうでしたけど、ノーヒットでも、ヒットじゃなくても得点になるシチュエーションをチーム全体で作れているというのが、僕の打点がどうのこうの限らず、いい結果に結びついているんじゃないかなと思うので、ノーアウト二塁の、きのうのジェイソン（ヘイワード選手）の引っ張った打席もそうですけど、ああいう打席が多いと得点を重ねるシチュエーションが多くなるんじゃないかと思います。（※前日の試合の9回、ヘイワード選手の進塁打でワンアウト三塁となり、続く大谷選手の犠牲フライで1点を追加）。,question_mark_based,low,16,373
877,2541,Ａ．誰だろう？（笑）デラクルーズ選手はもう会ったので、朝。エレベーターで。ことばを交わしました。,まだ「おはよう」くらいの感じだったので、後でゆっくり話したいと思います。,question_mark_based,low,48,36
878,2550,Ａ．対戦したい相手？誰が投げるのかちょっと分からないので、はい。全員すばらしい投手ですし、出てきたピッチャーと対戦を楽しみにしたいなと思います。,何回来ても、こういう雰囲気というのはすばらしい。自分にとってもすばらしいし、球界にとってもすばらしいことだなと思うので。何回来ても、また来たいなと思える場所かなと思います。Ａ．成績的に最後の方はチーム的にも苦しかったので、このオールスターブレークをきっかけにまた新たな気持ちで再開したいと思ってますし。ケガをしている人たちももちろん帰って来るので、そういう選手たちとまた一緒に後半戦、頑張りたいと思います。,question_mark_based,low,72,203
879,2684,Ａ．バリーボンズ選手ですかね。あと3人？バリー・ボンズ、マグワイア、ベーブ・ルース。,ことしちょっと特別だったので。まだそんなに、シーズン中のケージワーク（打撃練習）の本数もまだ制限はしているので。そういう意味では、あまりハードワーク過ぎるなというのがちょっと懸念点ではあって、（今回は）辞退したので。Ａ．出たい気持ちはもちろんありますね。国際大会はもちろん特別だと思いますし、オリンピックも特別だと思うので。特にオリンピックは、ほかのふだん野球を見ない人も見る機会は当然増えてくるので、そういう意味では野球界にとってももちろん大事なことかなと思うので。個人的にも出てみたいなという気持ちはもちろんあります。,question_mark_based,low,42,261
880,2694,監督やコミッショナーに伝えたことはあるか？,現時点ではないですね。もちろん、そんなにすぐ会う頻度が多くはないので（笑）。そんなに簡単に話せることではないかなと思います。Ａ．そうですね、まだ1年途中なので。そのリレーションシップ的に完全かどうかはちょっとわからないですけど。そうなるような努力はもちろんお互いにしてますし、エンジェルス時代も各コーチとコミュニケーションをとることが多かったので。コーチが変わればやる技術、やる練習みたいなものも当然変わってはくるんですけど。どういう意図でやっているのかなっていうのは自分が理解して、それを取り組む努力をまずはしたいと思います。,question_mark_based,low,21,264
881,2716,フラストレーションがホームランにつながった？,そうですね、もうなんでもいいのでつなぐ、うしろになんとか回しながらとは思っていたので、まあ結果的にいい結果でしたけど、その前の4打席がやっぱりもう少しなんとかできたのかなとは思います。Ａ．それはあんまり感じてないですかね。どちらかというと自分の状態というか、振っている感じの、やっぱりこう、打ったと思っても、なんていうんですかね、いい角度で上がっていない。結果的にきょうみたいなフライアウトであったりとか、ラインドライブで（守備の）正面をつくような、アウトみたいなものが増えているので、どちらかといえば自分の内容かなと思います。,question_mark_based,low,22,264
882,2725,けが人が多くゲーム差も詰められてきているが、プレッシャーを感じている？,そうですね、プレッシャーというよりかは、なんていうんですかね、まあ歯がゆいみたいな感じじゃないかなとは思うので、きょうもアウェーでこれだけのドジャースのファンの人にも来てもらって、なかなか最近勝てないところがチームとしてフラストレーションがたまっていっているのかなと思います。〈日本メディア〉 Ａ．2打席目はよかったとは思いますね、37度で105マイルくらい出ているので、どちらかというとスピンがかかりすぎている、同じ打球速度でもやっぱり（打球が）伸びない要因がそこかなとは思うので、んー（スイングの）軌道が少しずれているのかなとは思います。,question_mark_based,low,35,271
883,2739,ホームランはきっかけになるような打席となったのか？それともまだ修正が必要なのか？,いい方向に出ているので結果としては、やろうとしていることが。あすがやっぱり大事かなと思いますし、自分のなかでよかったと思う感覚が、どれだけ持続できるのかが大事だと思うので、やっぱりあすの1打席目2打席目がやっぱり大事かなと思います。Ａ．そうですね、まだ8月ではあるので、1試合1試合積み重ねて。やっぱり9月入った時に、どのくらいの差でどの位置にいるのかというのが、そこからじゃないかなとは思うので、まだ積み上げて。最後の決めにいくというよりかは、積み上げて自分達のしっかりとした野球をしっかりと1試合1試合積み上げていく段階かなとは思います。,question_mark_based,low,40,271
884,2773,去年よりもパワーが増していると感じる？,どうなんですかね、まあ走る方もしっかりと、いいのはやっぱり動けている証拠かなと思うので、それがまあ、パワーという面でもいい方向に作用しているのかなと思います。Ａ．きのうもきょうもなかなか難しいゲームが続いていますけど、試合の全体的な流れとしては、そこまで打線に関しても悪くはないのかなと思うので、僅差でもっていかれている感じですし、今がふんばり時じゃないかなとは思います。,question_mark_based,low,19,186
885,2781,トレードに関してチームに意見はある？,僕はもう、今のメンバーでまずはしっかりと勝てるゲームを勝ちたいなと思っていますし、そのなかでこのチームに加わる新しい選手が出てきたときは大歓迎だと思いますし、その選手と一緒に頑張りたいなと思います。,question_mark_based,low,18,99
886,2785,データとしてパワーのある打球が多いが、新しい環境の中で要因はある？,毎年オフシーズンにやった成果がシーズン中に出ているんじゃないかなと思うので、あとは新しい環境、新しいコーチのもとで毎日スイングの改善もしていますし、そういう成果も出てるのは自分でも感じているかなと思います。Ａ．勝てそうで勝てないゲームがどちらかというと多いので、そういう意味ではフラストレーションもたまると思いますし、みんながそうだと思いますけど、ここがふんばり時だと思いますし、もう少ししたらけがをしている選手たちも帰ってくる時期なので、そこまでがふんばり時なのかなと思います。〈日本メディア〉。,question_mark_based,low,33,249
887,2812,最近の3本、飛距離、高さ、打球速度とまわりを驚かせているが、大谷選手としてはどんなホームランでインパクトを与えたい？,よく打った、うまく打てた打球がいい飛距離だったり、いい速度でホームランになるというのはもちろんいいことですし、逆にいえば打ち損じた打球も入ってくれる可能性ももちろん広がるので、それはこの間の高いフライもそうでしたけど、ああいうのが入ってくれるというのは、自分のバッティングの可能性としては広がってくるので、大きいことかなと思います。Ａ．んー、まあフレディ（フリーマン選手）の離脱に関してはまぁ、しょうがないというか、本当に今はなんの心配もなくというか、家族のもとでサポートしてくれればなとみんな思っていると思いますし、そのためにもチームが勝って、こっち側は大丈夫だよっていうメッセージがいちばん大事なのかなと思う。僕らは現場でまだまだいっぱい勝てるように、安心感を与えられるように、頑張ればいいんじゃないかなとは思います。,question_mark_based,low,58,361
888,2841,屋根を越えていくと思っていた？,どうなんですかね、一応見てはいましたけど、ちょっと目視はできなかったんで、どこに行ったのかなっていうのはちょっとわからなかったです。,question_mark_based,low,15,66
889,2845,チームメートの反応はどうだった？,みんな「まあまあだな」みたいな感じでした。（笑） Ａ．そう願っていますし、はい、もっともっと打てるように。まあまだチャンスはいっぱい、これから先あると思うので、またもっといい打球を打てるように頑張りたいなと思います。,question_mark_based,low,16,108
890,2860,Ａ．僕からというのはないですね。まあもちろんその、選手の目線として、この選手が例えばどういう風に見えている？って聞かれれば、答えることはもちろんあると思いますけど、僕からっていうのは特にないですし、まずは今いるメンバーの中で、しっかりと頑張っていきたいなと思っています。,〈日本メディア〉 Ａ．そうですね、まあよかったです。まああの、甘い球をしっかりまず打てたので、その前の打席の感覚もよかったので、いい感覚がいい結果につながると今後の打席にいい影響が出てくるんじゃないかなと思います。,question_mark_based,low,135,107
891,2868,4年連続30本は、クリアしたい数字だった？,まあ長打はもちろん持ち味だとは思うので、んーまあその状況状況によって、まずは、いま1番を打っているので、いちばんは出塁ももちろん考えないといけないですし、そことのバランスは大事かなと思います。Ａ．きのうも、おとといも、やっぱり難しいゲームだったと思うので、それがまずものにできているのがきょうのいい流れにつながっていると思いますし、きょう勝ったことがあすにつながってくれるといいなと思います。,question_mark_based,low,21,196
892,2913,あの場面はホームランを打とうとしていたのか？,いや、もう本当に1本。ヒットでいいので、まあフォアボールでもいいですし、そういう気持ちで行きました。,question_mark_based,low,22,50
893,2917,ボールがフェンスを越えた瞬間の気持ちは？,ちょっと最初わからなかったので。（外野手が）触っているかフェンスに当たっているかちょっとわからなかったので、審判が（手を）上げてくれてわかりました。,question_mark_based,low,20,74
894,2922,40－40の記録を意識していたのか？,まあ何本ぐらいかなっていうのはもちろん知ってましたけど、さっきも言ったんですけどまあそれが目的にならないように。しっかりと勝つための手段として、盗塁もそうですし、やりたいなと思っているので。盗塁に関してはやっぱり失敗しないことをまず第一に考えながらやりたいなと思ってます。Ａ．まあドジャースに来てからいろいろな人と話して、積極的に次（の塁）をまず狙っていく姿勢を作りたいなと思ってましたし、しっかりと自分の足を生かしていく方法をいろいろと探しながらコーチの人たちと話して。まあコミュニケーションをとるっていうのがいちばんなのかと思います。,question_mark_based,low,18,269
895,2931,50－50に向けての意識はあるか？,そうですね、まあもちろんその数が増えるっていうことは、勝つ確率が高くなってくるということなので。ここからもっともっと大事な試合が多いですし、自分の数字が上がっていくと同時にチームが勝てるように頑張りたいなと思っています。,question_mark_based,low,17,110
896,2935,9回ウラのあの状況でホームランを打ったらと思ったりしていたのか？,そんな余裕はなかったですかね、ハハハ（笑）。Ａ．トップクラスの思い出にもちろんなりましたし。もっともっとこれから勝って、その記録を塗り替えられるように頑張りたいなと思います。＜日本メディア＞。,question_mark_based,low,32,96
897,2955,期待された中で結果を出したことについて？,うれしいというよりホッとした感じが。まあ勝てて打ててよかったなというのが、まず入った瞬間はそんな感じだったので、はい。興奮というよりかは、ホッとした感じの方が強かったかなと思います。Ａ．さっきも言いましたけど、まず失敗、失敗というかリスクをしっかりと考えて。あの場面もそうですけど、自分が行けると思った時にしっかりまずチャンスを作れるっていうのがいちばん大事だと思うので。流れもありますし、そこがいちばん。その結果、成功率が高いというのはいいことだなとは思います。,question_mark_based,low,20,232
898,3005,アプローチよりもスイングのフォームの部分？,そうですね、動き方じゃないかなとは思っていますね。構えている段階で、いい未来があんまり見えていない感じではあるので、それをアプローチやいろんなところで補うのもまた技術ですし、自分の状態をしっかり上げていくというのも技術かなと思います。Ａ．スイングというか構えだとは思っているので。攻め方自体が大きく変わっているわけでもないですし、基本的にどんな球種でもストライクに来たボールというのは打てるボールだとは思っているので、やっぱり自分が打ったと思っているのが空振りしたりとか、ファウルになっているという状態があまりよくないなとは思いますね。,question_mark_based,low,21,268
899,3013,改善するために特別な練習している？,調子が悪いときというのは戻すためにいろいろやったりはするので、そういう意味ではふだんともちろん違うこともするし、試合前の準備というのはあまり変えないようにはしていますけど、それ以外の自分の状態を戻す作業というのは、多少いいときよりは違うことをやっているのかなとは思います。,question_mark_based,low,17,136
900,3027,「調子を戻すことも技術」と以前言っていたが、今回はそこがうまくいっていない？,そうですね、いい時もありますし、それがこう継続的に続いていかない部分もあるので。またはいい打球を打っても、結果的にアウトになる打席がちょっと今月は多いのかなと思うので、そういう意味でこう、いい打席がいい結果になるかならないかで、自分のなかでそれが本当に正しい技術なのかどうなのかという確認がちょっとしづらいので。多少、なんていうのかな、戻しづらくなってる要因もあるのかなと思います。Ａ．どうなんですかね、もちろんリーグは変わっているので、そういう意味ではやるチームが均一がとれてきてはもちろんいるので。どういうチームからでも打てることはもちろんいいことですし、どういうピッチャーが来てもいい打席、いいクオリティーの打席を送れればいいのかなと思います。,question_mark_based,low,38,325
901,3063,ベッツ選手が帰ってきて1番を打つか打たないかは首脳陣と話していた？,いや、首脳陣とは特に（話し合いは）行ってはないですかね。現場できょうももちろんプレーしながら、お互いの打席がより作用しあうように、コミュニケーションとりたいなとは思っています。Ａ．まあもちろんアグレッシブに行きたいなとは思っていましたけど。まあ相手からしたらね、そのあとやっぱりムーキー（ベッツ選手）もフレディー（フリーマン選手）も、テオ（ヘルナンデス選手）もいるし、まだまだケアしないといけないバッターがたくさん後ろに控えているので、甘くきたらこう、行くぞという姿勢をいつも、どのカウントもその姿勢だけは崩さないようにしたいなとは思っています。,question_mark_based,low,33,273
902,3076,40本40盗塁というのは目標にしていた？,まあ特に今シーズンはゴールは特に決めていなくて。本当に1試合1試合頑張りたいなと思っていますし、初めてのチームなので、はじめは慣れるところから、そのチームの特徴をつかみながらなじめればいいなと思っているので。だいぶ今慣れてきて、シーズンも後半に近づいているので、ポストシーズンに向けて自分のやることにしっかり集中したいなとは思っています。〈日本メディア〉。,question_mark_based,low,20,178
903,3086,春から走力を鍛えてきて、きょうのような場面で盗塁を決められるかは大きい？,そうですね、行ける判断の時はもちろん行きますし、んーまあその、微妙な、セーフになるかならないかの微妙なケースで成功するかしないかがいちばん大事だと思うので。そういう意味ではきょうはそこまで大きい、なんていうのかな、判断の基準ではなかったかなと思うので、ふつうに行けるチャンスが大きかったかなと思います。Ａ．もちろん主力が抜けて帰ってきて、より厚みが増したのももちろん強いチームだなと思いますし。逆に主力がいないときにしっかりとこう、ある程度踏ん張れていたというのもやっぱりこう、チームの自力なんじゃないかなとは思うので。そこはやっぱりこう、ほかのメンバーも信頼していますし、どの選手が入ってもいい作用がお互いに生まれればいいのかなと思っています。,question_mark_based,low,36,323
904,3099,きょうのバットを握る位置はいつもと同じだった？,握る位置はそうですね、同じくらいかなと思います。,question_mark_based,low,23,24
905,3119,「50－50」を意識し始めたのはいつ？,あまり意識しないようにはもちろんしているので、それよりは自分のいい感覚の打席を増やしたいなと思っていますし、走塁では行けるときにしっかり進塁できれば、それが盗塁じゃなかったとしても、タッチアップだとしても、しっかり進塁する意識は持ちたいなと思っています。,question_mark_based,low,19,127
906,3123,ホームランはフェアになる自信はあった？,きのうもフェアになるんじゃないかなと思って切れたので（※前日の試合第1打席にライトポール際に特大のファウルボール）、どうかなと思いましたけど、しっかりと残ってくれていたのでよかったです。〈日本メディア〉。,question_mark_based,low,19,102
907,3153,古巣に戻ってきて特別な気持ちはあった？,レギュラーシーズン初めてだったので、もちろん楽しみにしていましたし、勝ちたいなというのがやっぱりいちばんだったので、いい形で勝ててよかったなと思います。Ａ．本当に選手としてありがたいですし、本当に心強いなというのが率直なところかなとは思うので。流れとしても大きい声援があるとそれだけで違うんじゃないかなと思うので、とても心強いなと思います。,question_mark_based,low,19,170
908,3161,感情的になる場面はあった？,そうですね、アナハイムのファンの人たちの前でプレーできるというのがまずいちばんかなと思うので、本当に感謝しかないですし、本当にここでプレーできたというのが自分にとって大きなことだったなと思います。Ａ．本当にさすがのひと言ですし、うちとしてはいちばんいい形で勝てたと思うので、逆に言えばエンジェルス的にはいちばんいやな形で得点されたのかなとは思うので、あすに自分たちがいい流れで入っていけるのかなと思います。,question_mark_based,low,13,203
909,3205,「50ー50」（ホームラン50本、50盗塁）の実現に向けて近づいている？,んー、どうなんですかね。残り何試合あるかもちょっとわかってないので。1試合でも多くしっかりと出て、まず健康な状態で出られればチャンスがあるんじゃないかなと思います。Ａ．まずしっかりと最初の1、2試合目とって、きのう負けてしまいましたけど、みんなしっかりと気持ちを切り替えてきょういいゲームができたというのはチーム的にすごく大きいですし。同地区のライバルに勝てたというのはすごい大きいことだと思います。,question_mark_based,low,36,200
910,3226,エンジェルスではチームとして勝てなかったが、要因はなんだった？,どうなんですかね。僕自身もいいシーズンもあればもちろんけがをしてほとんど出られないような、投げられないようなシーズンももちろんあったので。個人的にももう少し、フルで貢献できればもちろん違った部分もあるのかなと思います。Ａ．楽しみにもちろんしていますね。さっきも言いましたけどいちばん時間を過ごした球場ではあるので。エンジェルス戦というのは、もうレギュラーシーズンでもドジャースタジアムでやったので（ことし6月に対戦）、そこに対してというよりは、エンジェルスタジアムでプレーできるというところには特別な気持ちがあるかなと思います。,question_mark_based,low,31,264
911,3238,キャリアで初めてプレーオフに向かっている雰囲気は楽しい？,そうですね、9月でこれだけいい位置にいるというのは、もちろんこれまではなかったので、もちろん特別ですし。そのなかで同地区で1位のポジションを争っているチームとこの時期にやるというのも今までにない経験ではあるので、ゲームをやっていて緊迫感のあるゲームが多いなとは思います。Ａ．んー、まあいかにセーフになるかよりはしっかりとリスクを考えて、アウトになる確率の低い中でしっかり進塁できればそれは理想だと思うので。そこの考えのもとしっかりと盗塁も企画できればいいんじゃないかなと思います。,question_mark_based,low,28,240
912,3247,エンジェルスは今シーズンも成績がよくないが、フォローはしている？,そうですね。一緒にプレーしている選手たち、特に若い選手の活躍はなんかすごい印象的だなと思うので。あすからは敵ですし、そういう選手たちより自分のほうが活躍できるように頑張りたいなとは思っています。〈日本メディア〉 Ａ．全体的にオフェンス、ディフェンスももちろんそうでしたけど、きれいな野球だったなと思うので。自分の打席とかではなく、全体的な流れとしてきれいだったなというのはチームとして野球をする上ですごい大事なことだなとは思うので。あす以降につながるのかなと思っています。,question_mark_based,low,32,236
913,3265,7回の2つの盗塁はなにがうまくいった？,常に、誰でもそうだと思いますけど、高い確率でセーフになるという自信があれば行くべきですし、1個でも多くの塁を詰めるべきだと思うので、シンプルですけど。さっきも言いましたけど、多く企画して失敗が多くて成功が多いよりも、それなりの企画数で高い成功数の方がいいんじゃないかなとは思っています。Ａ．それが得点につながっているのがやっぱり自分の中で自信になってくるのかなとは思うので、しっかり進塁した先でかえしてくれる、後ろのバッターがしっかりかえしてくれるというところが自分の中で、より積極的に進塁しようという気持ちになるのかなと思います。,question_mark_based,low,19,266
914,3274,構えの感覚はよくなってきている？,きょうの2本目のヒットなんかもバットの出もいいと思いますし、結果的にいい、すごくいい打撃だったなと思うので。全部が全部長打になるわけでもないですし、しっかりといいコンタクトができれば、いい数字が積み上がっていくのかなと思います。,question_mark_based,low,16,114
915,3278,今までよりも左ピッチャーからの盗塁も自信あった？,どうなんですかね、特に右、左で難しさは特には感じはしないので、総合的に考えてセーフになれると思えば行きますし、さっきから言ってますけど。盗塁を防ぐ作業も共同作業ではあるので、そこを考えながら高い確率で自分が行けると思えば行けばいいですし、それが勝ちにつながってくれればうれしいという感じです。Ａ．どうなんですかね、本当に目の前の1試合1試合により集中していると思うので、ことしは特にＤＨ（指名打者）でしか出てないですし、きのう負けてきょうまた気持ちを切り替えてこうやって勝てたというところで言うと、チームもそうですし、個人的にも目の前の試合に集中できているなという感じはします。なにかいいおやつでも買ってあげたいなと思います」。,question_mark_based,low,24,314
916,3306,盗塁において相手の先発ピッチャー（今シーズン12勝、2021年にサイ・ヤング賞受賞のバーンズ投手）の研究はどのくらい役に立ったか？,試合前にもちろん予習もしますし、ゲームの中で自分が見て、もちろんコーチもそうですけど、感じたことをみんなでシェアしながら。お互いに助け合えればみんなの走塁も上がってくるのかなと思います。Ａ．すばらしかったですね。なにかいいおやつでも買ってあげたいなと思います。,question_mark_based,low,65,130
917,3320,デコピンの始球式はどれくらい練習した？,2、3週間、やりました。1回ここにも来て予習もしましたし、はい。,question_mark_based,low,19,32
918,3324,訓練した？,まあ訓練というか、遊びながらやってました。〈日本メディア〉 Ａ．んー、どうなんですかね。まあホームランと盗塁というのはまったく違うとは思うので。もちろん両方できるにこしたことはないですし、もちろん片方でいい成績を残しているということ自体も自分の能力を最大限生かしているということだと思うので、それはそれですばらしいことなんじゃないかなと思います。,question_mark_based,low,5,173
919,3350,始球式は誰のアイデアだった？,もともと決まっていたので、やる日というかボブルヘッドの日は決まっていたので。んー、誰のアイデアなんですかね。まあやってみようか、みたいな感じで。できるんじゃないのみたいな、はい。まあ失敗してもそれはそれでいいのかなという感じでやりました。,question_mark_based,low,14,119
920,3354,楽しかった？,いや緊張しましたね。打席よりも緊張しました。Ａ．まあ打席の内容が上がってきているのがいいかなとはもちろん思います。きょうの（第3打席の）ライナーのアウトも難しいコースでしたけどしっかりといい形で振れてはいるので。そういう打席が増えると、おのずと数字も上がってくるのかなと思います。,question_mark_based,low,6,140
921,3402,三冠王の可能性があったが、どれくらい意識していた？,それはあんまり考えてなかったですかね。どのくらいの差があるのかとかもちょっとよくわかってないですし、とりあえず自分のいい打席を送りたいなと思っていました。Ａ．素直にうれしいですし、このチームの一員としてまず1年間できたことに感謝したいですし、チームメートのサポートにも感謝したいと思います。,question_mark_based,low,25,145
922,3410,5日間空けて、プレーオフに入るがどう準備する？,もうここから先はシーズン中に積み上げた成績とか、数字というのはもう意味ないので、しっかりと自分の調子を維持すること、気持ちを切らさずにその間の日を過ごしていきたいと思います。,question_mark_based,low,23,87
923,3419,地区シリーズまでの間にピッチャーと対戦する？,多少入ることでやっぱり実戦感覚は養わないといけないと思うので、どれがいちばんいいのかというのをまず、僕も初めての経験なので、探しながらやりたいと思います。〈日本メディア〉。,question_mark_based,low,22,86
924,3429,高いレベルで健康にプレーできた要因は？,毎日同じルーティーンをしっかりとこなせたと思いますし、それに伴って周りの人のサポート、僕1人のルーティーンではもちろんできないので、毎日同じ時間に同じことをなるべくできるようなスケジュールというのをまず話し合いながらできたのがよかったのかなと思います。,question_mark_based,low,19,126
925,3433,「打撃の質の先が見えた」というのは？,（写真）今季54号のホームラン Ａ．バッティングの質がやっぱりよくなったのかなとは思うので、それはトータルして見たときに、自分のいい結果を出しに行く過程がすごいよくなってきたんじゃないかなと思っています。,question_mark_based,low,18,102
926,3466,シャンパンファイトはどうだった？,最高でしたね。あとまだまだ何回もできるように、今シーズンもまだまだあるので頑張りたいと思います。Ａ．僕らより、僕らももちろん特別ですし、ファンの人がなにより特別じゃないかなと思うので、そういう瞬間というのをホームで迎えることができてファンの人たちにとっても僕たちにとっても本当に最高だったなと思います。,question_mark_based,low,16,151
927,3489,そういう状況は緊張する？,どうですかね、集中しすぎてあんまり緊張してるとかどうのこうのとか考える感じではなかったかなと思いますね。Ａ．もちろん地区のライバルですし、もちろん強いしすばらしいチームなので、そういうチーム相手にきょうみたいな試合ができたというのはなにより大きいと思いますし、なにより全員で勝ち取った勝利かなと思います。,question_mark_based,low,12,152
928,3523,記録を達成できるという手応えはいつ感じた？,どうですかね、ホームランは狙ったら出ないものだと思うので、本当に自分のいい打席を積み重ねていくのが、いちばんの近道じゃないかなとは思ってはいたので。本当に勝ちにつながるいい打席をしっかり1打席でも多く積み重ねたいなとは思っていたので、そういう意味ではホームラン以外の打席もよかったんじゃないかなとは思います。,question_mark_based,low,21,154
929,3527,人生いちばんの成績だったと思うが、50盗塁を達成して安心してホームランに集中できた？,盗塁もやっぱり行けたら積極的に行くという感じなので、そういう意味ではいい盗塁だったのかなとは思いますし、これ以上の試合がポストシーズン、それ以降で出てくればやっぱりチームとしても大きいと思うので、そこを目指して今後頑張りたいなとは思っています。Ａ．チームは変わりましたけど、もうこっちに来てから、アメリカに来てからずっと夢に見ていた舞台ではあるので、そういう意味ではきょう勝って決まったというのは自分にとってもすごく大きいですし、今後はそこに向けてまた1から頑張りたいなとは思っています。,question_mark_based,low,42,244
930,3536,50号のホームランボールをキャッチした人とは話した？,試合中だったので、特には（話を）していないですね。打った瞬間は行くとは思いましたけど、先にベンチの方を見たので、どこに行ったかはちょっとわからなかったという感じですかね。〈日本メディア〉 Ａ．だいご味・・・。まあ今までの記録は正直やっている人が少ない中での記録が多かったと思うので、そういう意味では比較対象が多い中での新しい記録という意味では自分にとっても違いはあるかなと思います。,question_mark_based,low,26,191
931,3556,プレーオフ進出を祝うシャンパンは飲んだ？,そうですね、チームミーティングというか、はい、みんなで飲みました。,question_mark_based,low,20,33
932,3560,味はどうだった？,いやよかったですね。初めてポストシーズンに出られる試合を経験して、決まって、また首位で行けるかどうかはまだ挑戦ですけど、そこに向けていい励みになるんじゃないかなと思います。Ａ．構えも含めてもう1回自分が心地いいところを探しながら、ケージ（屋内バッティング練習場）でも打ってました、試合中もそうですけど。ピッチャーが変わればまたアプローチも違いますし、1打席1打席。チャンスがちょっと多かったですけどきょうは。チャンスを作ってくれて、まずチームメートもそうですし、それに応えて（ランナーを）かえせたのはよかったなと思います。,question_mark_based,low,8,261
933,3578,見ている側からすると信じられない1日だったが、自身はこのパフォーマンスを率直にどう感じている？,（試合が）終わって6打数6安打でよかったなという感じではあるので、本当にその打席に行く時は前の打席までのことは忘れて、その打席にしっかり集中できていたので、結果的に今振り返ってみてよかったんじゃないかなと思いますね。Ａ．リハビリと試合はまったく分けるようにはしているので。ただリハビリの過程は楽しいことばかりではないですし、進むところもあれば後退するところももちろんあるので、そこをなるべく試合にひきずらないように気持ちをまず切り替えて、バッターで出るときはそこに集中するようにということを一応心がけてはいます。,question_mark_based,low,47,256
934,3618,特に技術的には何を心がけている？,いいスイングを心がけています。,question_mark_based,low,16,15
935,3626,体的に投げることは可能？,わからないです。〈日本メディア〉 Ａ．ベンチが逆なのであまりそこまで一緒の感じはしなかったですね。,question_mark_based,low,12,49
936,3645,迷いがあった？,んー迷いというか、なんですかね。短期的に見たらやっぱり審判の色というのも理解しないといけないですし、そこに合わせに行くというのも大事ですし。ただ長いシーズンの中で調子を維持するというのを考えるなら、自分のストライクゾーンというのをしっかり。ボールはボールだしストライクはストライク、自分で割り切れればいいのかなと思いますね。,question_mark_based,low,7,162
937,3649,思い出深い球場だが思い出すことはあった？,さっきも言いましたけど逆のベンチなので。あんまり一緒の感じはしなかったですね。,question_mark_based,low,20,39
938,3653,（アメリカ代表として決勝で戦った）ベッツ選手とそのことを話した？,まったく話してないですね。Ａ．そうですね、まあわからなかったので。それはいいことですし、1個でも多く本当に積み上げていければいいのかなと思うので。まだまだキャリアの途中ですし、あんまり今の数字がどうのこうのというのは気にしなくていいのかなとは（思います）。（現役が）終わったときにどれくらいやれたなというのを自分で確認できればいいのかなと思います。,question_mark_based,low,32,174
939,3694,ここから逆転する自信は？,きょうも劣勢からしっかりと、あそこまでまず追い上げていますし、そこはもちろん自信を持っていいんじゃないかなと思うので。そこの流れをね、あとは持って来られれば必ず2連勝できるんじゃないかなと思います。Ａ．チームの雰囲気はやっぱりいいんじゃないかなと思いますね。もちろん短期決戦に臨むにあたって、みんな気合いも入っていると思うし、もちろん勝ちたいという気持ちも出ているとは思うので。きょうも負けてはしまいましたけど、全体的な雰囲気というのはみんな勝ちに向かってるんじゃないかなと思います。,question_mark_based,low,12,242
